ID,Nombre (Español),Músculo,Equipamiento,Fase Inicial Prompt,Fase Final Prompt
"peso_muerto_sumo","Peso muerto sumo","Aductores","barra","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell in the starting relaxed stretch phase of peso muerto sumo. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding a barbell at the peak contraction finish phase of peso muerto sumo, squeezing the muscles tightly. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"zancada_lateral","Zancada lateral","Aductores","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells in the starting relaxed stretch phase of zancada lateral. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, holding dumbbells at the peak contraction finish phase of zancada lateral, squeezing the muscles tightly. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"cossack_squat","Cossack squat","Aductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of cossack squat. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of cossack squat, squeezing the target muscles. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"squeeze_pelota_rodillas","Squeeze de pelota entre rodillas","Aductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of squeeze de pelota entre rodillas. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of squeeze de pelota entre rodillas, squeezing the target muscles. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"prensa_postura_amplia","Prensa con postura amplia","Aductores","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of prensa con postura amplia. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of prensa con postura amplia, squeezing the target muscles. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"aductor_banda","Aductor con banda","Aductores","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of aductor con banda. The inner thighs (adductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of aductor con banda, squeezing the target muscles. The inner thighs (adductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"maquina_abductores","Máquina de abductores","Abductores","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of máquina de abductores. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of máquina de abductores, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"abduccion_polea","Abducción en polea","Abductores","poleas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment in the starting relaxed stretch phase of abducción en polea. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding the cable pulley attachment at the peak contraction finish phase of abducción en polea, squeezing the muscles tightly. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"abduccion_banda_pie","Abducción con banda de pie","Abductores","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of abducción con banda de pie. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of abducción con banda de pie, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"abduccion_acostado_lateral","Abducción acostado lateral","Abductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of abducción acostado lateral. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of abducción acostado lateral, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"clamshell","Clamshell","Abductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of clamshell. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of clamshell, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"caminata_lateral_banda_abductores","Caminata lateral con banda","Abductores","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of caminata lateral con banda. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of caminata lateral con banda, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"monster_walk","Monster walk","Abductores","bandas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of monster walk. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of monster walk, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"fire_hydrants","Fire hydrants","Abductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of fire hydrants. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of fire hydrants, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"side_plank_abduction","Side plank abduction","Abductores","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, in the starting relaxed stretch phase of side plank abduction. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Profile lateral view, at the peak contraction finish phase of side plank abduction, squeezing the target muscles. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"step_up_lateral","Step-up lateral","Abductores","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of step-up lateral. The outer thighs (abductors) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of step-up lateral, squeezing the muscles tightly. The outer thighs (abductors) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_talones_pie","Elevación de talones de pie","Pantorrillas","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of elevación de talones de pie. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of elevación de talones de pie, squeezing the muscles tightly. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_talones_maquina","Elevación de talones en máquina","Pantorrillas","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of elevación de talones en máquina. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of elevación de talones en máquina, squeezing the target muscles. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_talones_smith","Elevación de talones en Smith","Pantorrillas","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of elevación de talones en smith. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of elevación de talones en smith, squeezing the target muscles. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_unilateral_talon","Elevación unilateral de talón","Pantorrillas","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of elevación unilateral de talón. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of elevación unilateral de talón, squeezing the muscles tightly. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_talones_prensa","Elevación de talones en prensa","Pantorrillas","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of elevación de talones en prensa. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of elevación de talones en prensa, squeezing the target muscles. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_talones_sentado","Elevación de talones sentado","Pantorrillas","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of elevación de talones sentado. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of elevación de talones sentado, squeezing the muscles tightly. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_sentado_mancuernas","Elevación sentado con mancuernas","Pantorrillas","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of elevación sentado con mancuernas. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of elevación sentado con mancuernas, squeezing the muscles tightly. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"elevacion_sentado_maquina","Elevación sentado en máquina","Pantorrillas","maquina","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, seated or positioned in a exercise machine, in the starting relaxed stretch phase of elevación sentado en máquina. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, positioned in a exercise machine at the peak contraction finish phase of elevación sentado en máquina, squeezing the target muscles. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"calf_raise_sentado_unilateral","Calf raise sentado unilateral","Pantorrillas","mancuernas","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells in the starting relaxed stretch phase of calf raise sentado unilateral. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, holding dumbbells at the peak contraction finish phase of calf raise sentado unilateral, squeezing the muscles tightly. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
"tibialis_raise_pared","Tibialis raise contra pared","Pantorrillas","peso_corporal","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, in the starting relaxed stretch phase of tibialis raise contra pared. The calves (gastrocnemius and soleus) muscles are highlighted in a soft, inactive red-orange color.","Anatomical 3D model illustration of a highly defined, muscular grey male human figure on a solid pure complete black background. The figure has short cropped hair and is wearing only a tight black athletic boxer shorts. The composition is fully centered, with a wide generous margin on all sides of the figure (top, bottom, left, right) to ensure the character is completely contained inside the frame without touching any edges. High-end, premium fitness application style render. No text, no lines, no labels, no logos. Frontal three-quarter perspective view, at the peak contraction finish phase of tibialis raise contra pared, squeezing the target muscles. The calves (gastrocnemius and soleus) muscles are highlighted in a bright glowing neon red-orange color showing maximum muscle contraction."
